conversion_id,click_id,affiliate_id,merchant_id,campaign_id,customer_id,product_id,session_id,converted_at,order_id,quantity,order_value,commission_rate,commission_earned,order_status,return_status
CONV_SYN_00001380,CLK_SYN_00002500,AFF009,MER0094,CAMP0045,CUST001363,B09HIJ012,SES00136302,2024-03-09 08:07:29,ORD_SYN_00001380,1,139.99,0.04,5.6,Cancelled,Not Returned
CONV_SYN_00000578,CLK_SYN_00002198,AFF002,MER0066,CAMP0006,CUST002255,B09GHI123,SES00225501,2024-03-09 19:18:43,ORD_SYN_00000578,1,179.99,0.025,4.5,Delivered,Not Returned
CONV_SYN_00001026,CLK_SYN_00009820,AFF004,MER0020,CAMP0033,CUST002016,B07HGJKL12,SES00201603,2024-03-09 19:32:04,ORD_SYN_00001026,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00000323,CLK_SYN_00005739,AFF005,MER0082,CAMP0019,CUST002222,B09YZA234,SES00222203,2024-03-10 00:01:36,ORD_SYN_00000323,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00000229,CLK_SYN_00002833,AFF012,MER0068,CAMP0036,CUST003581,B08JKL789,SES00358102,2024-03-10 00:18:31,ORD_SYN_00000229,1,25.99,0.04,1.04,Delivered,Not Returned
CONV_SYN_00000221,CLK_SYN_00002261,AFF020,MER0024,CAMP0035,CUST001744,B07MNO012,SES00174401,2024-03-10 13:12:52,ORD_SYN_00000221,1,99.99,0.03,3.0,Delivered,Returned
CONV_SYN_00001517,CLK_SYN_00008043,AFF017,MER0080,CAMP0023,CUST000615,B07HGJKL12,SES00061501,2024-03-10 17:58:06,ORD_SYN_00001517,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00000172,CLK_SYN_00006645,AFF004,MER0015,CAMP0033,CUST004361,B09GHI789,SES00436101,2024-03-10 20:38:21,ORD_SYN_00000172,1,49.99,0.04,2.0,Delivered,Not Returned
CONV_SYN_00000608,CLK_SYN_00000791,AFF013,MER0083,CAMP0042,CUST000800,B09XYZ234,SES00080002,2024-03-11 02:59:26,ORD_SYN_00000608,1,348.0,0.02,6.96,Delivered,Not Returned
CONV_SYN_00000815,CLK_SYN_00007210,AFF017,MER0099,CAMP0035,CUST002128,B08C1W5N87,SES00212801,2024-03-11 06:40:40,ORD_SYN_00000815,1,79.95,0.03,2.4,Delivered,Not Returned
CONV_SYN_00001359,CLK_SYN_00001036,AFF004,MER0018,CAMP0040,CUST003956,B08STU901,SES00395601,2024-03-11 06:54:00,ORD_SYN_00001359,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00000763,CLK_SYN_00006663,AFF010,MER0060,CAMP0009,CUST002612,B07MNO345,SES00261201,2024-03-11 06:56:58,ORD_SYN_00000763,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00001366,CLK_SYN_00007288,AFF005,MER0007,CAMP0022,CUST003473,B08STU234,SES00347302,2024-03-11 10:03:04,ORD_SYN_00001366,1,128.0,0.03,3.84,Cancelled,Returned
CONV_SYN_00000975,CLK_SYN_00002886,AFF008,MER0058,CAMP0019,CUST002043,B09VWX234,SES00204302,2024-03-11 11:51:38,ORD_SYN_00000975,1,599.0,0.02,11.98,Cancelled,Returned
CONV_SYN_00000328,CLK_SYN_00003083,AFF013,MER0061,CAMP0031,CUST000897,B09PQR901,SES00089703,2024-03-11 14:12:44,ORD_SYN_00000328,1,349.99,0.02,7.0,Delivered,Not Returned
CONV_SYN_00001561,CLK_SYN_00007744,AFF020,MER0030,CAMP0022,CUST003210,B08EFG456,SES00321002,2024-03-11 17:48:54,ORD_SYN_00001561,1,39.95,0.04,1.6,Delivered,Not Returned
CONV_SYN_00000348,CLK_SYN_00005280,AFF015,MER0048,CAMP0027,CUST002489,B08STU345,SES00248902,2024-03-11 18:07:47,ORD_SYN_00000348,1,349.99,0.025,8.75,Delivered,Not Returned
CONV_SYN_00000656,CLK_SYN_00001987,AFF017,MER0067,CAMP0006,CUST003816,B08STU345,SES00381602,2024-03-11 18:36:41,ORD_SYN_00000656,3,1049.97,0.025,26.25,Delivered,Returned
CONV_SYN_00001385,CLK_SYN_00003710,AFF014,MER0067,CAMP0045,CUST002823,B09PQR678,SES00282303,2024-03-11 20:54:25,ORD_SYN_00001385,1,399.99,0.02,8.0,Delivered,Not Returned
CONV_SYN_00001650,CLK_SYN_00000888,AFF014,MER0044,CAMP0003,CUST004386,B09HIJ012,SES00438602,2024-03-11 21:20:14,ORD_SYN_00001650,2,279.98,0.04,11.2,Delivered,Returned
CONV_SYN_00001613,CLK_SYN_00003083,AFF013,MER0061,CAMP0031,CUST000897,B09PQR901,SES00089703,2024-03-12 00:09:44,ORD_SYN_00001613,1,349.99,0.02,7.0,Cancelled,Not Returned
CONV_SYN_00001481,CLK_SYN_00006663,AFF010,MER0060,CAMP0009,CUST002612,B07MNO345,SES00261201,2024-03-12 02:04:46,ORD_SYN_00001481,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00001618,CLK_SYN_00004541,AFF006,MER0026,CAMP0036,CUST001603,B07HGJKL12,SES00160301,2024-03-12 08:03:53,ORD_SYN_00001618,3,747.0,0.02,14.94,Delivered,Not Returned
CONV_SYN_00000205,CLK_SYN_00009924,AFF013,MER0059,CAMP0036,CUST003885,B09DEF123,SES00388503,2024-03-12 14:58:39,ORD_SYN_00000205,1,1199.0,0.015,17.98,Cancelled,Not Returned
CONV_SYN_00000910,CLK_SYN_00005225,AFF010,MER0083,CAMP0037,CUST000445,B07DEF456,SES00044503,2024-03-13 05:21:58,ORD_SYN_00000910,1,299.0,0.025,7.48,Delivered,Returned
CONV_SYN_00000751,CLK_SYN_00007210,AFF017,MER0099,CAMP0035,CUST002128,B08C1W5N87,SES00212801,2024-03-13 12:32:16,ORD_SYN_00000751,1,79.95,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000034,CLK_SYN_00005265,AFF002,MER0015,CAMP0042,CUST004676,B08STU345,SES00467601,2024-03-13 12:35:17,ORD_SYN_00000034,1,349.99,0.025,8.75,Delivered,Not Returned
CONV_SYN_00000217,CLK_SYN_00008277,AFF013,MER0050,CAMP0045,CUST003588,B08BCD234,SES00358803,2024-03-13 19:11:47,ORD_SYN_00000217,1,497.99,0.02,9.96,Delivered,Not Returned
CONV_SYN_00000885,CLK_SYN_00001325,AFF005,MER0028,CAMP0019,CUST000768,B08STU234,SES00076802,2024-03-13 19:11:55,ORD_SYN_00000885,1,128.0,0.03,3.84,Cancelled,Not Returned
CONV_SYN_00001397,CLK_SYN_00009631,AFF005,MER0053,CAMP0005,CUST002029,B08QRST678,SES00202903,2024-03-13 20:51:24,ORD_SYN_00001397,1,199.99,0.02,4.0,Cancelled,Returned
CONV_SYN_00000406,CLK_SYN_00001799,AFF001,MER0002,CAMP0034,CUST000680,B07MNO789,SES00068003,2024-03-13 23:48:38,ORD_SYN_00000406,1,199.95,0.03,6.0,Delivered,Returned
CONV_SYN_00000224,CLK_SYN_00001850,AFF011,MER0036,CAMP0022,CUST004094,B08BCD234,SES00409401,2024-03-14 01:26:36,ORD_SYN_00000224,1,497.99,0.02,9.96,Delivered,Not Returned
CONV_SYN_00000821,CLK_SYN_00004463,AFF020,MER0100,CAMP0003,CUST001222,B09DEF123,SES00122201,2024-03-14 04:55:40,ORD_SYN_00000821,1,1199.0,0.015,17.98,Delivered,Not Returned
CONV_SYN_00001745,CLK_SYN_00004541,AFF006,MER0026,CAMP0036,CUST001603,B07HGJKL12,SES00160301,2024-03-14 05:06:53,ORD_SYN_00001745,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00001782,CLK_SYN_00003705,AFF010,MER0007,CAMP0018,CUST000838,B07TUVW901,SES00083802,2024-03-14 11:21:24,ORD_SYN_00001782,1,149.95,0.025,3.75,Cancelled,Not Returned
CONV_SYN_00000166,CLK_SYN_00007432,AFF003,MER0004,CAMP0027,CUST004610,B07VWX234,SES00461003,2024-03-14 11:50:26,ORD_SYN_00000166,3,89.97,0.04,3.6,Cancelled,Not Returned
CONV_SYN_00001532,CLK_SYN_00004721,AFF012,MER0072,CAMP0010,CUST001521,B07MNO012,SES00152102,2024-03-14 14:01:42,ORD_SYN_00001532,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001749,CLK_SYN_00001479,AFF009,MER0074,CAMP0006,CUST003778,B07DEF456,SES00377803,2024-03-15 01:25:21,ORD_SYN_00001749,1,299.0,0.025,7.48,Cancelled,Not Returned
CONV_SYN_00000888,CLK_SYN_00009426,AFF016,MER0011,CAMP0008,CUST003632,B07BCD890,SES00363202,2024-03-15 02:17:51,ORD_SYN_00000888,1,799.99,0.02,16.0,Delivered,Returned
CONV_SYN_00000953,CLK_SYN_00005721,AFF002,MER0054,CAMP0032,CUST001230,B08STU234,SES00123003,2024-03-15 07:24:50,ORD_SYN_00000953,1,128.0,0.03,3.84,Cancelled,Not Returned
CONV_SYN_00001601,CLK_SYN_00002123,AFF012,MER0051,CAMP0004,CUST004642,B08N5WRWNW,SES00464203,2024-03-15 07:50:20,ORD_SYN_00001601,1,49.99,0.04,2.0,Delivered,Not Returned
CONV_SYN_00001583,CLK_SYN_00001134,AFF016,MER0036,CAMP0012,CUST001072,B09PQR345,SES00107201,2024-03-15 13:44:56,ORD_SYN_00001583,1,89.99,0.03,2.7,Delivered,Not Returned
CONV_SYN_00000239,CLK_SYN_00000007,AFF016,MER0020,CAMP0018,CUST002963,B09YZA567,SES00296303,2024-03-15 17:45:34,ORD_SYN_00000239,1,49.99,0.03,1.5,Delivered,Returned
CONV_SYN_00000881,CLK_SYN_00002481,AFF018,MER0082,CAMP0005,CUST002613,B08N5WRWNW,SES00261301,2024-03-15 18:01:10,ORD_SYN_00000881,1,49.99,0.04,2.0,Cancelled,Returned
CONV_SYN_00001346,CLK_SYN_00007750,AFF018,MER0041,CAMP0022,CUST002566,B08JKL345,SES00256601,2024-03-15 22:00:03,ORD_SYN_00001346,1,349.95,0.02,7.0,Delivered,Not Returned
CONV_SYN_00000950,CLK_SYN_00006628,AFF006,MER0048,CAMP0044,CUST000333,B08ABC123,SES00033302,2024-03-15 23:27:41,ORD_SYN_00000950,1,2495.0,0.015,37.42,Delivered,Not Returned
CONV_SYN_00001330,CLK_SYN_00009581,AFF004,MER0073,CAMP0016,CUST003622,B09DEF123,SES00362202,2024-03-15 23:29:38,ORD_SYN_00001330,1,1199.0,0.015,17.98,Delivered,Not Returned
CONV_SYN_00000679,CLK_SYN_00004454,AFF015,MER0085,CAMP0021,CUST000010,B09DEF123,SES00001001,2024-03-16 02:08:47,ORD_SYN_00000679,1,1199.0,0.015,17.98,Delivered,Not Returned
CONV_SYN_00001053,CLK_SYN_00005260,AFF002,MER0076,CAMP0033,CUST003403,B08STU345,SES00340301,2024-03-16 04:04:24,ORD_SYN_00001053,1,349.99,0.025,8.75,Delivered,Returned
CONV_SYN_00000904,CLK_SYN_00005671,AFF012,MER0038,CAMP0048,CUST001240,B07TUVW901,SES00124002,2024-03-16 18:04:13,ORD_SYN_00000904,1,149.95,0.025,3.75,Delivered,Returned
CONV_SYN_00000086,CLK_SYN_00008727,AFF007,MER0014,CAMP0038,CUST001899,B07DEF890,SES00189903,2024-03-16 22:34:56,ORD_SYN_00000086,2,51.98,0.04,2.08,Cancelled,Not Returned
CONV_SYN_00001343,CLK_SYN_00002395,AFF011,MER0076,CAMP0032,CUST002406,B09PQR012,SES00240603,2024-03-17 01:17:36,ORD_SYN_00001343,1,399.0,0.02,7.98,Delivered,Returned
CONV_SYN_00001467,CLK_SYN_00005579,AFF006,MER0020,CAMP0011,CUST003497,B07HGJKL12,SES00349702,2024-03-17 04:08:22,ORD_SYN_00001467,1,249.0,0.02,4.98,Delivered,Returned
CONV_SYN_00000897,CLK_SYN_00007754,AFF015,MER0100,CAMP0046,CUST003365,B08QRST678,SES00336502,2024-03-17 06:28:58,ORD_SYN_00000897,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00001619,CLK_SYN_00000824,AFF003,MER0011,CAMP0035,CUST002321,B09XYZ234,SES00232102,2024-03-17 06:48:06,ORD_SYN_00001619,1,348.0,0.02,6.96,Delivered,Not Returned
CONV_SYN_00001670,CLK_SYN_00006213,AFF014,MER0094,CAMP0039,CUST000350,B09YZA234,SES00035002,2024-03-17 12:56:27,ORD_SYN_00001670,1,199.99,0.02,4.0,Delivered,Not Returned
CONV_SYN_00000091,CLK_SYN_00001581,AFF002,MER0074,CAMP0041,CUST004271,B09YZA890,SES00427102,2024-03-17 20:31:27,ORD_SYN_00000091,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00000026,CLK_SYN_00000671,AFF007,MER0077,CAMP0028,CUST003852,B09HIJ012,SES00385201,2024-03-18 05:24:43,ORD_SYN_00000026,3,419.97,0.04,16.8,Delivered,Not Returned
CONV_SYN_00001087,CLK_SYN_00003097,AFF019,MER0009,CAMP0022,CUST002960,B08STU678,SES00296002,2024-03-18 08:48:52,ORD_SYN_00001087,1,69.99,0.03,2.1,Cancelled,Not Returned
CONV_SYN_00000691,CLK_SYN_00002481,AFF018,MER0082,CAMP0005,CUST002613,B08N5WRWNW,SES00261301,2024-03-18 10:37:10,ORD_SYN_00000691,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00001080,CLK_SYN_00009350,AFF018,MER0054,CAMP0036,CUST002176,B07MNO789,SES00217603,2024-03-18 11:12:07,ORD_SYN_00001080,2,399.9,0.03,12.0,Delivered,Not Returned
CONV_SYN_00001170,CLK_SYN_00006017,AFF004,MER0083,CAMP0042,CUST000499,B09JKL789,SES00049902,2024-03-18 12:28:18,ORD_SYN_00001170,1,699.95,0.025,17.5,Delivered,Not Returned
CONV_SYN_00000605,CLK_SYN_00003572,AFF018,MER0072,CAMP0001,CUST004129,B09GHI123,SES00412902,2024-03-19 12:33:14,ORD_SYN_00000605,2,359.98,0.025,9.0,Delivered,Returned
CONV_SYN_00000473,CLK_SYN_00009517,AFF016,MER0061,CAMP0032,CUST000553,B09HIJ012,SES00055303,2024-03-19 12:33:35,ORD_SYN_00000473,1,139.99,0.04,5.6,Delivered,Not Returned
CONV_SYN_00001232,CLK_SYN_00003033,AFF002,MER0091,CAMP0030,CUST001187,B07MNO345,SES00118702,2024-03-19 12:39:46,ORD_SYN_00001232,2,119.98,0.04,4.8,Delivered,Not Returned
CONV_SYN_00000798,CLK_SYN_00000500,AFF018,MER0036,CAMP0017,CUST001236,B07VWX901,SES00123601,2024-03-19 12:41:58,ORD_SYN_00000798,1,99.99,0.025,2.5,Cancelled,Returned
CONV_SYN_00000936,CLK_SYN_00001189,AFF011,MER0069,CAMP0019,CUST004086,B09YZA901,SES00408602,2024-03-19 16:37:34,ORD_SYN_00000936,1,199.99,0.03,6.0,Delivered,Not Returned
CONV_SYN_00001184,CLK_SYN_00009769,AFF003,MER0007,CAMP0022,CUST002931,B09DEF123,SES00293101,2024-03-19 20:46:00,ORD_SYN_00001184,1,1199.0,0.015,17.98,Delivered,Not Returned
CONV_SYN_00001710,CLK_SYN_00006664,AFF016,MER0035,CAMP0046,CUST004162,B07MNO345,SES00416201,2024-03-19 20:54:22,ORD_SYN_00001710,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00000501,CLK_SYN_00008626,AFF002,MER0012,CAMP0032,CUST001347,B07MNO012,SES00134703,2024-03-19 23:25:37,ORD_SYN_00000501,1,99.99,0.03,3.0,Delivered,Returned
CONV_SYN_00000991,CLK_SYN_00007945,AFF012,MER0074,CAMP0022,CUST000940,B09YZA890,SES00094003,2024-03-20 06:53:38,ORD_SYN_00000991,2,196.0,0.03,5.88,Delivered,Not Returned
CONV_SYN_00001428,CLK_SYN_00006453,AFF020,MER0013,CAMP0013,CUST001394,B08ABC123,SES00139401,2024-03-20 21:49:00,ORD_SYN_00001428,1,2495.0,0.015,37.42,Delivered,Returned
CONV_SYN_00001155,CLK_SYN_00001643,AFF010,MER0067,CAMP0004,CUST002258,B08JKL345,SES00225803,2024-03-20 22:16:24,ORD_SYN_00001155,1,349.95,0.02,7.0,Delivered,Not Returned
CONV_SYN_00001891,CLK_SYN_00007017,AFF011,MER0069,CAMP0028,CUST001310,B07DEF456,SES00131001,2024-03-21 05:35:20,ORD_SYN_00001891,1,299.0,0.025,7.48,Cancelled,Returned
CONV_SYN_00000430,CLK_SYN_00005223,AFF008,MER0013,CAMP0026,CUST000396,B07DEF890,SES00039601,2024-03-21 08:06:17,ORD_SYN_00000430,3,77.97,0.04,3.12,Delivered,Returned
CONV_SYN_00001118,CLK_SYN_00008626,AFF002,MER0012,CAMP0032,CUST001347,B07MNO012,SES00134703,2024-03-21 10:56:49,ORD_SYN_00001118,1,99.99,0.03,3.0,Delivered,Returned
CONV_SYN_00001439,CLK_SYN_00000862,AFF018,MER0043,CAMP0030,CUST002938,B07MNO345,SES00293802,2024-03-21 20:33:07,ORD_SYN_00001439,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00000944,CLK_SYN_00001695,AFF013,MER0047,CAMP0027,CUST002829,B07PQR345,SES00282901,2024-03-22 00:46:02,ORD_SYN_00000944,1,399.0,0.02,7.98,Cancelled,Not Returned
CONV_SYN_00000537,CLK_SYN_00005327,AFF008,MER0099,CAMP0028,CUST004657,B08JKL456,SES00465703,2024-03-22 13:05:39,ORD_SYN_00000537,1,99.99,0.04,4.0,Delivered,Returned
CONV_SYN_00000303,CLK_SYN_00007326,AFF012,MER0013,CAMP0016,CUST004913,B09GHI456,SES00491301,2024-03-22 14:44:29,ORD_SYN_00000303,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00000664,CLK_SYN_00004472,AFF004,MER0048,CAMP0005,CUST002761,B08STU901,SES00276103,2024-03-22 22:11:11,ORD_SYN_00000664,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00000735,CLK_SYN_00000726,AFF012,MER0006,CAMP0030,CUST004442,B07VWX234,SES00444201,2024-03-23 01:33:26,ORD_SYN_00000735,1,29.99,0.04,1.2,Delivered,Not Returned
CONV_SYN_00001843,CLK_SYN_00001695,AFF013,MER0047,CAMP0027,CUST002829,B07PQR345,SES00282901,2024-03-23 10:09:26,ORD_SYN_00001843,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000947,CLK_SYN_00002732,AFF002,MER0083,CAMP0019,CUST000308,B09XYZ234,SES00030802,2024-03-23 12:21:46,ORD_SYN_00000947,1,348.0,0.02,6.96,Delivered,Not Returned
CONV_SYN_00000967,CLK_SYN_00002890,AFF013,MER0091,CAMP0048,CUST003987,B08JKL456,SES00398702,2024-03-23 12:38:10,ORD_SYN_00000967,1,99.99,0.04,4.0,Cancelled,Not Returned
CONV_SYN_00001132,CLK_SYN_00003352,AFF011,MER0065,CAMP0030,CUST004584,B07VWX901,SES00458403,2024-03-23 20:23:50,ORD_SYN_00001132,1,99.99,0.025,2.5,Delivered,Returned
CONV_SYN_00001742,CLK_SYN_00007511,AFF010,MER0040,CAMP0049,CUST000649,B08STU345,SES00064901,2024-03-23 23:24:44,ORD_SYN_00001742,1,349.99,0.025,8.75,Delivered,Returned
CONV_SYN_00000261,CLK_SYN_00008923,AFF009,MER0042,CAMP0015,CUST004756,B08STU234,SES00475601,2024-03-24 04:27:23,ORD_SYN_00000261,1,128.0,0.03,3.84,Cancelled,Returned
CONV_SYN_00001538,CLK_SYN_00000970,AFF004,MER0081,CAMP0018,CUST000876,B07MNO789,SES00087601,2024-03-24 14:40:37,ORD_SYN_00001538,1,199.95,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00001376,CLK_SYN_00007133,AFF009,MER0040,CAMP0038,CUST001134,B07BCD890,SES00113402,2024-03-24 16:46:03,ORD_SYN_00001376,1,799.99,0.02,16.0,Delivered,Returned
CONV_SYN_00000895,CLK_SYN_00001716,AFF008,MER0062,CAMP0040,CUST001992,B07VWX678,SES00199202,2024-03-24 22:29:02,ORD_SYN_00000895,2,658.0,0.02,13.16,Delivered,Not Returned
CONV_SYN_00001704,CLK_SYN_00007106,AFF006,MER0025,CAMP0038,CUST002755,B08JKL456,SES00275501,2024-03-25 12:19:05,ORD_SYN_00001704,1,99.99,0.04,4.0,Cancelled,Not Returned
CONV_SYN_00000972,CLK_SYN_00001741,AFF019,MER0025,CAMP0037,CUST000891,B08EFG456,SES00089101,2024-03-26 04:24:40,ORD_SYN_00000972,1,39.95,0.04,1.6,Cancelled,Returned
CONV_SYN_00000247,CLK_SYN_00000970,AFF004,MER0081,CAMP0018,CUST000876,B07MNO789,SES00087601,2024-03-26 09:16:01,ORD_SYN_00000247,1,199.95,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00000970,CLK_SYN_00005511,AFF004,MER0041,CAMP0007,CUST002833,B09PQR901,SES00283303,2024-03-27 05:40:44,ORD_SYN_00000970,2,699.98,0.02,14.0,Cancelled,Not Returned
CONV_SYN_00001766,CLK_SYN_00004495,AFF011,MER0066,CAMP0008,CUST004207,B09YZA567,SES00420702,2024-03-27 11:31:29,ORD_SYN_00001766,2,99.98,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001233,CLK_SYN_00005354,AFF009,MER0023,CAMP0002,CUST001440,B07EFG567,SES00144003,2024-03-27 18:12:25,ORD_SYN_00001233,1,449.95,0.025,11.25,Delivered,Not Returned
CONV_SYN_00000199,CLK_SYN_00004752,AFF017,MER0028,CAMP0003,CUST003001,B09YZA901,SES00300101,2024-03-27 22:10:15,ORD_SYN_00000199,1,199.99,0.03,6.0,Delivered,Not Returned
CONV_SYN_00001898,CLK_SYN_00001317,AFF019,MER0095,CAMP0013,CUST000976,B09PQR012,SES00097601,2024-03-28 01:20:01,ORD_SYN_00001898,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000307,CLK_SYN_00004752,AFF017,MER0028,CAMP0003,CUST003001,B09YZA901,SES00300101,2024-03-28 11:03:03,ORD_SYN_00000307,1,199.99,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00001250,CLK_SYN_00003828,AFF006,MER0090,CAMP0003,CUST000796,B08EFG456,SES00079603,2024-03-28 15:33:02,ORD_SYN_00001250,1,39.95,0.04,1.6,Delivered,Not Returned
CONV_SYN_00001961,CLK_SYN_00003909,AFF020,MER0064,CAMP0010,CUST002086,B07BCD890,SES00208601,2024-03-28 17:02:17,ORD_SYN_00001961,1,799.99,0.02,16.0,Delivered,Not Returned
CONV_SYN_00001476,CLK_SYN_00004126,AFF011,MER0026,CAMP0006,CUST001358,B07DEF123,SES00135802,2024-03-28 18:31:56,ORD_SYN_00001476,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001437,CLK_SYN_00005990,AFF013,MER0052,CAMP0027,CUST001303,B09GHI123,SES00130302,2024-03-29 03:11:56,ORD_SYN_00001437,2,359.98,0.025,9.0,Delivered,Returned
CONV_SYN_00001492,CLK_SYN_00007313,AFF012,MER0035,CAMP0050,CUST003828,B07TUVW901,SES00382803,2024-03-29 12:00:22,ORD_SYN_00001492,1,149.95,0.025,3.75,Delivered,Returned
CONV_SYN_00001460,CLK_SYN_00008011,AFF018,MER0014,CAMP0012,CUST004638,B08ABC890,SES00463802,2024-03-29 19:06:54,ORD_SYN_00001460,1,249.99,0.025,6.25,Delivered,Not Returned
CONV_SYN_00000355,CLK_SYN_00004456,AFF006,MER0034,CAMP0037,CUST003561,B08JKL012,SES00356103,2024-03-29 21:21:45,ORD_SYN_00000355,1,219.0,0.02,4.38,Delivered,Returned
CONV_SYN_00000983,CLK_SYN_00003061,AFF005,MER0043,CAMP0033,CUST000284,B08QRST678,SES00028403,2024-03-29 21:29:30,ORD_SYN_00000983,1,199.99,0.02,4.0,Delivered,Returned
CONV_SYN_00000779,CLK_SYN_00003310,AFF015,MER0069,CAMP0020,CUST001259,B07VWX234,SES00125901,2024-03-30 12:02:13,ORD_SYN_00000779,1,29.99,0.04,1.2,Delivered,Not Returned
CONV_SYN_00001501,CLK_SYN_00003926,AFF016,MER0012,CAMP0050,CUST000700,B07GHI789,SES00070001,2024-03-30 13:41:09,ORD_SYN_00001501,1,179.0,0.02,3.58,Delivered,Not Returned
CONV_SYN_00001651,CLK_SYN_00006411,AFF003,MER0088,CAMP0007,CUST001823,B08STU901,SES00182301,2024-03-30 15:00:08,ORD_SYN_00001651,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00001699,CLK_SYN_00002964,AFF001,MER0047,CAMP0036,CUST003566,B07TUVW901,SES00356602,2024-03-30 16:58:15,ORD_SYN_00001699,2,299.9,0.025,7.5,Cancelled,Not Returned
CONV_SYN_00001427,CLK_SYN_00003709,AFF002,MER0060,CAMP0034,CUST004943,B08JKL012,SES00494303,2024-03-30 22:22:04,ORD_SYN_00001427,1,219.0,0.02,4.38,Delivered,Returned
CONV_SYN_00001295,CLK_SYN_00008045,AFF007,MER0033,CAMP0037,CUST002361,B09PQR678,SES00236102,2024-03-30 23:27:14,ORD_SYN_00001295,1,399.99,0.02,8.0,Delivered,Returned
CONV_SYN_00000014,CLK_SYN_00004471,AFF017,MER0056,CAMP0025,CUST001306,B09PQR012,SES00130603,2024-03-31 07:25:02,ORD_SYN_00000014,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000227,CLK_SYN_00007545,AFF019,MER0018,CAMP0021,CUST004951,B09GHI789,SES00495101,2024-03-31 09:20:43,ORD_SYN_00000227,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00001267,CLK_SYN_00006243,AFF012,MER0049,CAMP0040,CUST004298,B09HIJ012,SES00429803,2024-03-31 17:29:28,ORD_SYN_00001267,1,139.99,0.04,5.6,Delivered,Not Returned
CONV_SYN_00001631,CLK_SYN_00007652,AFF008,MER0046,CAMP0016,CUST000569,B09YZA234,SES00056901,2024-03-31 23:07:28,ORD_SYN_00001631,2,399.98,0.02,8.0,Delivered,Not Returned
CONV_SYN_00001447,CLK_SYN_00005458,AFF004,MER0044,CAMP0007,CUST000035,B08MNO012,SES00003502,2024-04-01 21:03:48,ORD_SYN_00001447,2,299.98,0.03,9.0,Delivered,Not Returned
CONV_SYN_00001986,CLK_SYN_00003926,AFF016,MER0012,CAMP0050,CUST000700,B07GHI789,SES00070001,2024-04-01 22:54:21,ORD_SYN_00001986,1,179.0,0.02,3.58,Delivered,Not Returned
CONV_SYN_00000432,CLK_SYN_00000990,AFF010,MER0083,CAMP0020,CUST002378,B09PQR012,SES00237802,2024-04-01 23:34:30,ORD_SYN_00000432,1,399.0,0.02,7.98,Cancelled,Not Returned
CONV_SYN_00000456,CLK_SYN_00004581,AFF002,MER0012,CAMP0028,CUST002756,B08MNO012,SES00275602,2024-04-01 23:53:08,ORD_SYN_00000456,1,149.99,0.03,4.5,Delivered,Returned
CONV_SYN_00001570,CLK_SYN_00004471,AFF017,MER0056,CAMP0025,CUST001306,B09PQR012,SES00130603,2024-04-02 01:19:38,ORD_SYN_00001570,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000106,CLK_SYN_00009693,AFF018,MER0049,CAMP0035,CUST002982,B09GHI789,SES00298201,2024-04-02 04:16:19,ORD_SYN_00000106,3,149.97,0.04,6.0,Delivered,Returned
CONV_SYN_00000997,CLK_SYN_00008083,AFF020,MER0081,CAMP0003,CUST002324,B09YZA234,SES00232403,2024-04-02 08:55:13,ORD_SYN_00000997,1,199.99,0.02,4.0,Cancelled,Not Returned
CONV_SYN_00001076,CLK_SYN_00008645,AFF010,MER0095,CAMP0039,CUST002136,B07DEF890,SES00213603,2024-04-02 14:53:44,ORD_SYN_00001076,1,25.99,0.04,1.04,Delivered,Returned
